,Epoch,train Accuracy,train Loss,val Accuracy,val Loss
0,1,0.5459679949796046,1.0926048519995133,0.6440677966101694,0.9080690511426908
1,2,0.6008785691873234,0.9672685505867303,0.6610169491525424,0.869806522254441
2,3,0.6043300909946658,0.9482044287897929,0.6581920903954802,0.8727006265672587
3,4,0.6360213366802635,0.9090389904648225,0.6760828625235404,0.8265698194054785
4,5,0.6470034515218073,0.9007464435207533,0.6826741996233522,0.8078294132613417
5,6,0.6441794791339818,0.8760674408995548,0.687382297551789,0.805237732364633
6,7,0.6551615939755255,0.875176944439412,0.6930320150659134,0.7978279657956571
7,8,0.640414182616881,0.8911920056135108,0.707156308851224,0.7747510795090382
8,9,0.6636335111390022,0.8419550950152395,0.6949152542372881,0.783018458361006
9,10,0.6385315343583307,0.8714663640510935,0.6949152542372881,0.7663569037299147
10,11,0.6557891433950424,0.8554807918214633,0.6854990583804143,0.8031272286524656
11,12,0.656416692814559,0.8498150427812015,0.6534839924670433,0.8271196651817939
12,13,0.659554439912143,0.8374559471590002,0.6958568738229755,0.7768115952414533
13,14,0.6655161593975525,0.8238746172064406,0.6977401129943502,0.7745470780661775
14,15,0.6652023846877941,0.8313519731000333,0.6967984934086628,0.7788685692681206
15,16,0.6582993410731095,0.8250697924120508,0.7080979284369114,0.7608122430503256
16,17,0.6777533730781299,0.8038754847717764,0.707156308851224,0.7556399683943351
17,18,0.6730467524317539,0.8279411355118262,0.6525423728813559,0.828375437838883
18,19,0.6749294006903043,0.8146786380046058,0.67984934086629,0.7763732189063522
19,20,0.671477878882962,0.8163449869733415,0.687382297551789,0.7539954823064714
20,21,0.6758707248195794,0.8082410128916323,0.692090395480226,0.7488995249437522
21,22,0.6617508628804518,0.8024952591943038,0.6854990583804143,0.7626212402027654
22,23,0.6661437088170693,0.8083724175121929,0.6939736346516008,0.7508266246026968
23,24,0.6708503294634452,0.8013452165434268,0.699623352165725,0.7422327047911965
24,25,0.6790084719171634,0.7927686660163336,0.6902071563088512,0.7512759358644935
