,Epoch,train Accuracy,train Loss,val Accuracy,val Loss
0,1,0.3871979918418575,1.3229848342814114,0.4152542372881356,1.2956943224603399
1,2,0.4361468465641669,1.2722153246197014,0.4152542372881356,1.2762087967436193
2,3,0.4355192971446501,1.2547610327484542,0.4152542372881356,1.2598587869475342
3,4,0.43865704424223406,1.239486961556259,0.4152542372881356,1.2409154493256478
4,5,0.44963915908377783,1.2157039076772498,0.4397363465160075,1.2214919232154746
5,6,0.4672105428302478,1.1962031552063697,0.4661016949152542,1.1999257208039307
6,7,0.4973329149670536,1.186514087781137,0.4830508474576271,1.1802134594674838
7,8,0.5171007216818324,1.1614909751085343,0.5216572504708098,1.1584301659391874
8,9,0.5352996548478193,1.1364539316690263,0.5188323917137476,1.1396390390485918
9,10,0.5431440225917791,1.1201200329625274,0.527306967984934,1.1181135824171162
10,11,0.5513021650454973,1.1000605275872586,0.547080979284369,1.1008081516977084
11,12,0.5651082522748666,1.087909263093755,0.547080979284369,1.0794175753261186
12,13,0.5625980545967995,1.0630374632549016,0.5527306967984934,1.0627845406756786
13,14,0.5691873235017257,1.0515176924486163,0.5546139359698682,1.0459518235057537
14,15,0.5776592406652024,1.0352496472428425,0.5753295668549906,1.032954400093093
15,16,0.5886413555067461,1.0252077655056109,0.5668549905838042,1.0162038201441648
16,17,0.5883275807969878,1.0066305590827973,0.583804143126177,1.003107008960961
17,18,0.6027612174458739,0.9963985675923085,0.5706214689265536,0.9944988006476853
18,19,0.6008785691873234,0.9910130598046094,0.5828625235404896,0.9822349611199733
19,20,0.6043300909946658,0.9776245999343723,0.5903954802259886,0.97537718878852
20,21,0.6090367116410417,0.9768378033621542,0.603578154425612,0.9648422063407252
21,22,0.6212739253216191,0.9521977403974099,0.6045197740112994,0.9507457837322113
22,23,0.6181361782240351,0.9560344424934495,0.6064030131826742,0.9425308493346594
23,24,0.6266080953875117,0.9549111691544637,0.611111111111111,0.9406826823893689
24,25,0.6313147160338877,0.9327344457520412,0.6290018832391714,0.9237373741782093
25,26,0.6284907436460621,0.9385536622956213,0.6365348399246704,0.9227129304027378
26,27,0.6306871666143709,0.9251540456029139,0.6346516007532956,0.9162022030286197
27,28,0.6344524631314715,0.9176941462583514,0.64030131826742,0.9034860219434605
28,29,0.6338249137119548,0.9251083329736083,0.6365348399246704,0.9088302888888199
29,30,0.6278631942265452,0.9270970386736139,0.6421845574387947,0.8942916927589086
30,31,0.6297458424850957,0.9286300490408959,0.6393596986817326,0.8889368141662828
31,32,0.6394728584876058,0.9055579508364593,0.647834274952919,0.8876254302633684
32,33,0.6504549733291496,0.9005614296560345,0.6506591337099812,0.8762968515945693
33,34,0.6504549733291496,0.8881281874267367,0.6647834274952918,0.8546551140463734
34,35,0.664261060558519,0.8722677227842572,0.6591337099811676,0.8457769997375834
35,36,0.6783809224976466,0.8454898625359776,0.6902071563088512,0.8035063016212592
36,37,0.6909319108879823,0.8238414368511257,0.699623352165725,0.7822885966794864
37,38,0.6956385315343583,0.7919482740444713,0.707156308851224,0.7777778312086835
38,39,0.7056793222466269,0.7704157805345557,0.711864406779661,0.7564370645641607
39,40,0.7179165359272042,0.7517250466204602,0.7099811676082862,0.7662932715622495
